229,747
236,986
248,968
340,1001
364,603
382,469
376,833
413,872
412,906
435,984
467,551
494,1010
491,973
512,886
518,913
564,591
570,817
614,866
612,892
624,910
645,687
654,746
673,946
698,905
709,968
721,660
743,262
723,957
732,941
734,901
746,721
743,900
754,701
748,953
748,858
765,899
763,727
790,765
813,920
801,908
860,370
808,636
816,940
815,837
831,857
846,616
847,974
855,821
865,735
874,566
884,691
927,537
932,606
950,681
964,727
981,822
968,768
982,785
1005,737
1019,863
