170,1016
196,1024
256,696
257,981
348,342
346,780
411,538
370,624
366,929
379,915
442,842
474,967
497,654
477,933
529,211
492,885
509,512
495,964
524,805
531,605
524,911
540,784
579,697
574,938
599,982
611,812
616,889
620,743
631,912
668,679
660,756
703,931
717,454
714,943
719,900
730,906
735,947
735,964
739,774
757,662
765,900
769,811
775,904
788,918
785,909
799,697
795,880
812,909
817,544
831,699
817,932
814,963
822,770
822,851
825,799
849,771
868,774
873,834
877,934
886,852
897,721
915,666
926,725
944,655
991,609
1018,719
