120,991
183,929
232,869
274,968
305,740
387,708
393,781
396,920
411,652
442,796
435,883
459,961
496,492
486,935
509,553
503,838
511,765
535,827
540,908
536,932
563,729
554,506
580,767
596,798
595,955
606,646
613,964
632,937
648,623
666,936
667,963
682,657
700,1
692,741
695,907
699,957
730,834
743,851
757,816
758,895
760,935
764,445
779,777
772,896
792,836
794,939
806,717
812,949
817,781
823,848
844,830
852,632
857,644
856,731
855,869
872,887
937,801
962,872
967,787
981,719
986,820
991,833
1005,729
1019,786
1022,672
