136,135
120,390
232,979
298,972
366,823
373,787
398,997
431,976
458,869
481,561
473,894
471,994
498,905
544,216
514,934
561,967
542,726
540,1008
560,834
586,689
592,934
605,914
612,717
641,549
667,681
663,733
674,962
679,908
708,654
704,910
693,958
704,965
710,748
725,891
727,923
741,963
756,921
768,414
772,577
771,692
777,941
802,538
775,849
778,872
783,896
792,914
805,783
830,914
827,959
871,688
878,857
865,733
864,845
876,647
890,953
894,646
903,796
905,842
937,783
937,595
981,870
1005,775
