113,991
190,926
243,859
315,725
392,777
392,697
392,916
417,653
436,792
428,884
468,955
555,487
491,932
486,915
494,836
498,478
534,761
555,719
537,929
540,820
543,900
572,769
599,955
610,651
602,795
606,966
609,924
638,620
637,934
673,960
677,931
698,659
693,744
723,839
745,911
749,845
756,443
755,913
762,806
769,930
758,888
769,882
779,768
776,893
802,716
798,830
799,933
815,779
819,947
829,848
838,832
847,621
857,650
853,727
860,875
962,789
982,869
989,711
998,812
997,828
1021,664
1015,723
