6,332
165,27
229,981
277,972
334,802
373,733
373,991
440,887
455,530
445,867
454,901
504,898
516,927
525,1010
568,837
612,103
584,658
602,927
611,722
604,932
610,907
640,625
659,737
669,897
688,513
690,683
708,871
693,965
698,907
712,958
731,927
732,737
746,960
758,605
758,871
771,373
772,917
775,901
785,666
787,910
789,938
794,859
802,839
806,596
808,780
827,917
828,959
854,849
861,733
877,454
870,623
875,694
879,960
906,861
920,649
926,784
939,591
932,824
945,769
963,567
964,764
