88,374
139,108
230,979
292,972
358,817
374,773
388,997
434,974
454,868
473,552
466,896
476,990
501,900
517,929
540,1005
561,187
537,983
562,729
562,835
587,679
604,943
607,912
615,714
653,542
626,975
661,731
689,645
673,680
693,907
708,962
713,909
718,745
725,925
727,888
744,962
760,920
769,404
764,581
776,684
779,939
780,897
784,592
782,847
782,868
791,913
822,516
806,782
828,958
829,914
861,847
872,690
864,733
874,639
887,958
903,645
910,792
914,837
940,781
944,587
982,869
1013,771
