217,677
224,1024
254,981
301,323
353,589
359,940
376,910
367,770
419,497
432,839
454,400
465,979
489,881
501,641
513,95
524,811
519,908
551,773
553,596
560,960
580,706
575,998
651,177
598,896
608,976
624,799
630,731
665,750
682,669
689,912
704,889
706,926
724,461
714,943
727,956
756,650
753,778
765,795
768,909
766,896
788,919
819,639
799,937
811,684
812,540
814,875
821,695
818,910
832,787
830,843
841,794
854,763
875,834
881,776
883,940
895,715
903,838
923,708
952,623
934,870
948,658
984,604
