120,993
222,902
262,843
269,972
336,699
390,923
392,762
413,676
414,782
414,888
431,654
439,991
484,839
485,502
500,454
490,908
493,942
509,836
543,677
527,749
540,447
537,926
556,751
545,985
553,884
555,773
553,805
600,974
613,790
616,625
619,661
648,929
676,957
696,751
696,926
703,957
708,845
716,898
738,439
738,664
759,834
760,914
768,784
765,891
779,750
775,929
777,888
786,887
796,716
810,819
812,919
814,775
825,836
833,942
842,602
847,718
841,846
857,662
856,889
872,724
891,739
890,879
956,792
961,779
1006,698
1008,815
1016,650
1022,853
1022,796
