169,1014
188,1022
259,981
289,713
330,790
374,627
381,919
380,363
395,567
446,844
479,962
487,657
525,575
493,888
534,307
526,797
528,914
554,965
581,683
578,997
580,960
588,979
600,823
610,752
633,881
659,681
654,762
688,903
700,936
711,683
713,449
729,953
724,909
729,773
750,904
762,678
766,900
779,821
778,901
781,882
781,919
790,709
794,889
812,756
809,913
812,803
817,857
837,698
822,550
828,930
844,779
856,773
867,938
871,836
873,863
887,669
897,726
938,678
930,737
996,615
1010,728
