146,1002
161,1011
178,1018
259,981
341,709
315,801
319,729
385,597
382,919
388,679
408,388
455,841
489,627
485,958
533,400
489,972
495,891
542,323
531,628
528,792
531,916
585,668
575,960
579,988
590,834
600,762
625,914
673,699
645,873
648,768
673,920
681,908
696,940
714,446
713,941
720,770
719,953
725,970
741,908
767,691
768,896
778,919
780,897
783,719
787,830
786,907
800,807
805,746
803,916
809,960
812,864
827,557
836,685
834,930
839,786
846,772
858,670
859,874
865,935
867,838
895,727
916,874
930,695
935,751
1001,620
1001,737
