1,295
7,586
135,159
141,402
235,979
303,972
373,797
374,823
400,992
432,977
460,870
485,566
477,899
497,906
532,236
531,981
514,935
531,728
558,834
546,1009
585,692
585,934
604,915
609,720
633,555
620,980
664,682
665,734
670,963
677,910
719,658
711,914
705,750
724,893
730,926
744,962
752,878
759,921
765,423
790,550
768,698
769,851
772,939
776,874
782,898
793,914
804,783
830,913
875,855
866,844
865,734
869,687
878,652
891,952
900,844
898,798
933,603
933,778
935,783
1000,778
