169,1012
260,981
298,721
323,795
360,661
381,919
391,581
392,373
451,841
457,1018
484,658
478,965
494,889
532,345
528,598
529,797
529,915
582,677
579,994
585,980
596,827
606,756
639,878
656,682
652,764
695,690
677,918
685,905
698,937
713,448
725,772
721,953
746,906
764,683
767,898
776,884
782,825
779,899
781,918
787,713
809,752
807,804
806,914
815,860
823,552
832,929
839,695
842,782
867,867
869,836
869,934
875,669
894,732
935,685
932,743
998,616
1006,732
