135,1004
140,928
212,458
202,904
264,811
333,790
413,580
397,979
418,672
420,798
452,699
446,899
448,945
466,753
483,897
494,796
508,883
593,451
516,957
524,944
522,974
527,962
544,630
564,836
561,560
589,724
574,816
583,954
603,662
622,763
643,930
652,946
674,960
706,752
715,842
713,908
723,892
732,907
733,918
741,645
744,872
750,971
799,734
765,806
771,857
789,800
814,858
812,615
816,913
825,805
841,815
882,22
866,492
879,851
882,803
889,879
913,712
938,876
953,790
966,791
978,753
972,832
1023,724
