226,978
257,970
283,771
368,667
353,991
405,863
419,507
428,868
432,904
440,968
507,1010
509,891
547,588
571,830
578,622
616,915
613,899
638,880
633,694
642,963
655,742
686,720
684,913
702,971
722,948
717,904
723,692
726,925
732,903
731,952
765,449
741,869
741,637
763,315
747,957
749,730
767,865
766,901
777,904
788,912
799,649
805,774
807,936
821,919
831,605
832,829
831,954
842,853
854,707
863,968
868,594
933,598
938,664
945,851
950,774
954,749
960,803
976,331
987,749
1008,543
1007,864
