122,996
177,927
216,883
276,967
292,756
379,722
395,786
401,653
405,917
456,800
446,884
484,926
515,774
487,511
502,860
518,564
513,834
542,62
552,536
535,934
535,919
575,741
590,802
600,640
593,766
598,933
618,957
650,940
659,654
666,627
692,738
732,911
739,829
746,912
750,894
753,937
759,882
765,900
779,452
779,787
783,843
786,947
800,953
813,721
814,849
820,783
837,717
850,726
854,824
861,646
857,858
863,892
932,878
925,812
969,781
969,832
972,732
981,842
999,742
1012,795
1024,682
