132,932
139,1004
196,493
199,888
263,810
279,964
327,796
405,586
390,976
422,797
425,674
435,716
450,898
467,748
472,894
484,900
493,797
538,509
509,889
519,976
528,966
533,631
565,833
567,557
574,816
576,955
585,720
600,665
621,764
656,945
703,897
708,756
708,910
712,838
709,947
718,894
731,906
736,875
746,649
742,972
772,747
755,719
765,703
767,861
767,799
787,803
801,854
806,616
825,809
844,42
834,743
838,805
848,730
878,497
874,855
881,884
884,802
919,717
932,879
951,797
961,797
967,836
978,751
1021,728
