226,982
259,969
288,777
369,674
355,995
408,866
423,510
430,868
434,904
438,966
504,1004
509,892
562,604
570,831
579,626
616,916
613,900
632,694
640,881
641,962
655,742
680,722
683,913
706,961
715,949
719,691
715,904
723,1
756,456
729,929
722,951
731,904
740,871
743,633
765,323
747,957
748,730
764,866
768,901
778,905
797,651
797,928
806,775
802,940
829,604
822,919
829,830
842,723
831,954
843,852
868,597
866,968
880,695
933,597
936,663
940,852
948,775
967,344
953,751
957,805
985,750
1004,544
