226,982
262,969
295,782
371,687
357,995
414,870
431,507
433,868
438,903
508,893
511,1009
545,978
577,598
570,833
588,981
612,920
629,696
639,961
646,884
655,740
667,721
682,1
677,916
740,468
704,959
713,689
711,950
710,905
720,951
726,927
724,905
746,627
738,873
768,333
747,958
745,731
764,867
769,900
780,906
795,930
795,653
816,756
825,603
824,831
823,919
845,852
867,601
865,734
868,968
879,696
948,370
934,858
933,592
933,659
951,755
944,777
952,810
981,753
995,548
1004,865
