138,116
97,377
231,979
294,972
361,819
374,778
391,997
434,974
455,868
476,555
469,899
475,991
501,901
515,932
556,197
541,1005
555,728
589,952
561,835
587,682
607,912
614,715
624,976
650,544
662,730
658,923
671,680
695,648
678,967
695,908
709,962
712,909
715,746
726,889
726,923
736,920
744,962
759,920
767,581
768,407
774,687
777,939
781,897
781,592
780,847
781,870
815,524
792,913
806,782
829,914
828,958
872,690
862,847
864,733
875,642
888,956
900,645
908,793
911,838
939,782
942,589
981,869
1011,772
