123,1000
233,890
266,970
269,838
342,687
393,756
385,922
405,777
420,671
410,892
440,1000
481,840
480,487
535,434
491,933
538,656
527,744
510,832
536,925
550,775
557,877
559,799
570,745
597,977
606,960
609,629
618,787
624,665
652,927
681,954
698,753
703,848
700,953
703,923
722,896
735,436
753,666
764,830
766,894
779,742
770,776
777,885
775,929
794,717
790,884
814,773
814,815
820,837
816,913
837,941
840,595
845,713
856,667
846,845
854,894
876,726
897,738
894,878
953,790
967,774
1014,645
1011,694
1012,810
