19,1000
124,1004
183,903
306,308
267,788
282,965
356,767
404,663
408,797
415,980
429,906
450,550
484,764
478,801
471,888
481,912
503,788
499,879
511,620
515,863
529,946
527,956
537,565
544,836
592,738
574,629
578,811
611,949
619,654
620,763
637,948
660,967
690,956
698,741
710,634
718,880
727,845
730,902
727,944
738,910
739,887
748,909
758,817
759,860
770,964
782,804
789,853
808,713
897,154
827,473
825,794
829,734
833,619
855,734
850,831
863,872
873,812
927,655
898,836
923,860
957,861
959,764
977,765
989,818
1024,708
