99,620
145,297
184,274
243,978
264,487
326,961
371,862
412,156
406,835
438,993
445,742
468,363
475,874
488,916
503,604
499,900
539,826
535,906
566,1000
582,712
596,572
585,741
594,989
593,924
638,927
644,700
667,768
672,738
716,908
731,617
733,927
735,867
737,957
750,455
742,887
755,929
756,611
756,739
754,889
755,944
781,680
787,785
784,894
793,548
826,914
848,656
854,831
859,680
863,743
861,861
862,817
875,838
887,687
893,784
893,943
920,652
915,782
955,871
956,802
964,594
992,499
