33,595
50,291
141,213
199,438
237,978
315,969
372,827
383,1
414,1000
449,1013
467,871
471,998
490,734
486,899
494,583
493,910
501,291
506,904
550,830
555,1003
585,705
581,942
615,567
600,729
655,688
658,965
664,973
668,735
667,909
690,757
719,900
729,921
760,442
761,586
749,668
754,858
760,715
764,940
782,560
784,893
794,917
797,784
829,912
840,878
870,843
865,683
864,737
871,649
881,666
883,853
883,806
893,948
916,781
925,624
957,591
966,871
982,787
1023,427
