187,660
251,981
280,347
337,565
350,945
375,900
382,763
428,467
423,842
486,299
461,979
466,373
504,7
486,879
503,634
525,817
515,906
566,589
559,765
581,900
576,1002
580,710
582,934
705,103
633,790
636,723
668,746
692,658
709,922
711,884
737,460
728,897
730,954
739,901
744,953
754,641
762,782
764,912
772,894
792,935
817,693
806,539
821,910
825,872
835,837
838,797
847,677
852,792
856,758
867,620
876,834
887,937
921,695
890,777
915,830
960,597
972,652
