162,1010
258,981
311,726
317,799
347,693
387,591
381,918
387,674
403,383
454,840
480,659
484,959
532,383
493,624
490,971
495,890
546,316
530,618
527,793
530,915
584,672
577,960
578,989
581,980
592,832
602,760
680,696
646,875
650,766
675,919
682,907
697,939
713,447
713,941
722,771
720,953
725,968
742,908
766,688
767,897
771,885
780,918
785,828
780,897
784,717
786,907
803,806
806,748
804,915
813,863
826,555
832,930
836,684
840,784
848,772
863,670
861,872
866,934
868,837
896,726
916,874
933,693
934,748
1000,619
1003,735
