122,1002
181,905
270,782
281,966
341,261
362,756
401,661
405,794
419,981
424,909
460,544
465,934
473,801
466,887
498,755
479,915
520,609
499,875
518,858
534,567
530,940
531,961
538,836
591,738
581,630
579,809
617,763
619,947
626,653
633,952
666,920
696,739
701,634
721,876
724,925
731,844
734,900
737,940
736,928
742,905
744,885
754,820
752,907
765,856
777,961
782,801
795,851
806,714
816,468
817,715
826,732
824,792
838,621
842,902
850,838
856,734
882,872
869,814
884,680
903,831
1005,57
966,629
932,854
961,757
961,858
976,768
994,814
1021,702
