129,633
208,302
246,979
290,511
337,958
369,876
411,835
427,232
424,749
454,396
443,993
466,1006
478,875
503,613
504,902
534,823
550,31
549,904
587,576
567,1000
582,715
569,951
577,749
633,971
644,706
650,910
656,775
672,740
670,947
697,913
719,633
713,913
746,462
727,872
735,959
755,620
752,917
752,943
757,751
764,933
780,784
780,891
793,684
793,919
798,543
825,910
838,661
849,822
850,865
855,679
861,747
876,837
880,787
889,695
892,941
908,781
920,666
943,811
950,871
992,572
970,595
1024,623
