233,986
236,750
250,967
364,610
338,999
380,838
388,470
415,872
414,905
435,984
477,556
490,973
512,887
518,914
566,595
568,819
616,867
612,893
623,911
638,928
643,688
654,746
670,950
694,908
714,962
722,658
722,957
735,946
747,268
733,900
729,922
738,721
750,700
742,901
748,954
747,859
761,727
767,899
792,766
848,380
804,922
807,637
814,920
814,934
814,838
830,857
845,615
849,974
849,937
853,822
865,737
873,569
884,692
923,558
932,605
949,679
977,826
963,729
966,768
980,786
1003,738
1018,863
