64,367
143,86
230,980
287,972
351,814
375,762
384,997
451,868
459,896
465,546
476,989
534,1006
538,982
564,836
574,164
585,674
576,726
595,932
633,923
617,711
661,536
661,734
668,920
675,639
677,680
685,906
717,910
722,740
726,929
723,953
728,886
736,925
745,962
771,396
765,589
779,678
779,898
782,938
789,593
785,866
789,845
790,912
807,781
837,500
829,915
858,849
872,634
865,733
873,691
892,859
885,961
909,646
915,789
919,834
942,778
949,581
1019,769
